chrom,start,end,value
chr1,6150000,6200000,0.2179412841796875
chr1,6200000,6250000,0.15679311752319336
chr1,6250000,6300000,0.15447473526000977
chr1,6300000,6350000,0.11236953735351562
chr1,6350000,6400000,0.17290782928466797
chr1,6400000,6450000,0.20517444610595703
chr1,6450000,6500000,0.17872047424316406
chr1,6500000,6550000,0.1508007049560547
chr1,6550000,6600000,0.08362913131713867
chr1,6600000,6650000,0.0873098373413086
chr1,6650000,6700000,0.13189029693603516
chr1,6700000,6800000,0.1771068572998047
chr1,6800000,6850000,0.12345314025878906
chr1,6850000,7000000,0.20128822326660156
chr1,7000000,7100000,0.22146224975585938
chr1,7100000,7150000,0.07166719436645508
chr1,7150000,7300000,0.13672256469726562
chr1,7300000,7450000,0.07327079772949219
chr1,7450000,7550000,0.07918357849121094
chr1,7550000,7700000,0.04289388656616211
chr1,7700000,7750000,0.10996437072753906
chr1,7750000,7800000,0.10810089111328125
chr1,7800000,7850000,0.23363113403320312
chr1,7850000,8000000,0.38821887969970703
chr1,8000000,8050000,0.25914573669433594
chr1,8050000,8100000,0.31012964248657227
chr1,8100000,8250000,0.24518489837646484
chr1,8250000,8350000,0.24597740173339844
chr1,8350000,8400000,0.18455123901367188
chr1,8400000,8450000,0.11474180221557617
chr1,8450000,8500000,0.1653146743774414
chr1,8500000,8700000,0.3280348777770996
chr1,8700000,8850000,0.3460536003112793
chr1,8850000,8900000,0.3284645080566406
chr1,8900000,8950000,0.05009174346923828
chr1,8950000,9050000,0.3003816604614258
chr1,9050000,9100000,0.17485713958740234
chr1,9100000,9150000,0.12063789367675781
chr1,9150000,9200000,0.1495676040649414
chr1,9200000,9250000,0.1499042510986328
chr1,9250000,9300000,0.17506980895996094
chr1,9300000,9350000,0.17034006118774414
chr1,9350000,9400000,0.1694183349609375
chr1,9400000,9450000,0.21662330627441406
chr1,9450000,9550000,0.18927431106567383
chr1,9550000,9600000,-0.04956674575805664
chr1,9600000,9650000,0.09694576263427734
chr1,9650000,9700000,0.11686563491821289
chr1,9700000,9750000,0.1125497817993164
chr1,9750000,9800000,0.18795442581176758
chr1,9800000,9900000,0.09836292266845703
chr1,9900000,10000000,0.13317346572875977
chr1,10000000,10050000,0.19892215728759766
chr1,10050000,10100000,0.26208972930908203
chr1,10100000,10350000,0.31042003631591797
chr1,10350000,10450000,0.2511157989501953
chr1,10450000,10500000,0.0824728012084961
chr1,10500000,10550000,0.1998591423034668
chr1,10550000,10650000,0.3033599853515625
chr1,10650000,10700000,0.21946144104003906
chr1,10700000,10750000,0.10113525390625
chr1,10750000,10800000,0.137939453125
chr1,10800000,10850000,0.09576606750488281
chr1,10850000,10900000,0.1119852066040039
chr1,10900000,11000000,0.1511526107788086
chr1,11000000,11100000,0.15355300903320312
chr1,11100000,11150000,0.18593835830688477
chr1,11150000,11300000,0.21802282333374023
chr1,11300000,11350000,0.1923685073852539
chr1,11350000,11500000,0.2449631690979004
chr1,11500000,11550000,0.06152153015136719
chr1,11550000,11700000,0.2340984344482422
chr1,11700000,11750000,0.07590198516845703
chr1,11750000,11800000,0.1292247772216797
chr1,11800000,11850000,0.2631664276123047
chr1,11850000,11900000,0.13049554824829102
chr1,11900000,11950000,0.16663217544555664
chr1,11950000,12000000,0.17762517929077148
chr1,12000000,12050000,0.19893121719360352
chr1,12050000,12100000,0.0876007080078125
chr1,12100000,12150000,0.052266597747802734
chr1,12150000,12200000,0.16187810897827148
chr1,12200000,12250000,0.18297767639160156
chr1,12250000,12300000,0.1483135223388672
chr1,12300000,12500000,0.4310917854309082
chr1,12500000,12550000,0.14415454864501953
chr1,12550000,12600000,0.14109516143798828
chr1,12600000,12650000,0.1408686637878418
chr1,12650000,12700000,0.15584468841552734
chr1,12700000,12800000,0.2026963233947754
chr1,12800000,12900000,0.4327845573425293
chr1,12900000,13052998,0.4235343933105469
chr1,13607162,13900000,0.14741134643554688
chr1,13900000,14000000,0.1457223892211914
chr1,14000000,14050000,0.3067474365234375
chr1,14050000,14100000,0.18875408172607422
chr1,14100000,14150000,0.2793397903442383
chr1,14150000,14550000,0.26727771759033203
chr1,14550000,14900000,0.1858386993408203
chr1,14900000,14950000,0.03884410858154297
chr1,14950000,15150000,0.07947349548339844
chr1,15150000,15250000,0.18356990814208984
chr1,15250000,15300000,0.12172412872314453
chr1,15300000,15450000,0.19538021087646484
chr1,15450000,15500000,0.08980846405029297
chr1,15500000,15550000,0.17502069473266602
chr1,15550000,15700000,0.11057138442993164
chr1,15700000,15750000,0.07579898834228516
chr1,15750000,15850000,0.17346763610839844
chr1,15850000,15900000,0.10785531997680664
chr1,15900000,15950000,0.19532299041748047
chr1,15950000,16050000,0.17396926879882812
chr1,16050000,16100000,0.17956161499023438
chr1,16100000,16250000,0.29161500930786133
chr1,16250000,16300000,0.218780517578125
chr1,16300000,16350000,0.19445228576660156
chr1,16350000,16400000,0.1285853385925293
chr1,16400000,16450000,0.14539480209350586
chr1,16450000,16500000,0.1738882064819336
chr1,16500000,16550000,0.15304279327392578
chr1,16550000,16600000,0.18428850173950195
chr1,16600000,16700000,0.1739635467529297
chr1,16700000,16800000,0.15328598022460938
chr1,16800000,16850000,0.19704246520996094
chr1,16850000,16900000,0.3268861770629883
chr1,16900000,16950000,0.40778160095214844
chr1,16950000,17000000,0.3324928283691406
chr1,17000000,17050000,0.2807283401489258
chr1,17050000,17125658,0.26353931427001953
chr1,17175658,17200000,0.3752450942993164
chr1,17200000,17250000,0.11135149002075195
chr1,17250000,17300000,0.05824565887451172
chr1,17300000,17350000,0.17025089263916016
chr1,17350000,17400000,0.2223796844482422
chr1,17400000,17500000,0.11348485946655273
chr1,17500000,17550000,0.12420654296875
chr1,17550000,17600000,0.10619926452636719
chr1,17600000,17700000,0.2066059112548828
chr1,17700000,17750000,0.20332860946655273
chr1,17750000,17800000,0.19063472747802734
chr1,17800000,17900000,0.13317012786865234
chr1,17900000,17950000,0.11359405517578125
chr1,17950000,18050000,0.04734182357788086
chr1,18050000,18400000,0.16199922561645508
chr1,18400000,18450000,0.12960243225097656
chr1,18450000,18650000,0.0964059829711914
chr1,18650000,18800000,0.06467628479003906
chr1,18800000,18950000,0.07213973999023438
chr1,18950000,19000000,0.11421966552734375
chr1,19000000,19050000,0.09742164611816406
chr1,19050000,19150000,0.1334857940673828
chr1,19150000,19200000,0.02913379669189453
chr1,19200000,19250000,0.06009626388549805
chr1,19250000,19300000,0.18854522705078125
chr1,19300000,19500000,0.1484212875366211
chr1,19500000,19550000,0.07440471649169922
chr1,19550000,19600000,0.09952497482299805
chr1,19600000,19650000,0.0759739875793457
chr1,19650000,19700000,0.19494009017944336
chr1,19700000,19800000,0.10342597961425781
chr1,19800000,19900000,0.22568607330322266
chr1,19900000,19950000,0.17433834075927734
chr1,19950000,20000000,0.10265874862670898
chr1,20000000,20100000,0.09810924530029297
chr1,20100000,20150000,0.09839391708374023
chr1,20150000,20250000,0.17455577850341797
chr1,20250000,20350000,0.10454940795898438
chr1,20350000,20450000,0.24214935302734375
chr1,20450000,20500000,0.1805591583251953
chr1,20500000,20550000,0.16132736206054688
chr1,20550000,20650000,0.1563243865966797
chr1,20650000,20700000,0.06914806365966797
chr1,20700000,20800000,0.061102867126464844
chr1,20800000,20850000,0.1464071273803711
chr1,20850000,20950000,0.10855770111083984
chr1,20950000,21000000,0.19803333282470703
chr1,21000000,21050000,-0.04318857192993164
chr1,21050000,21100000,0.05359363555908203
chr1,21100000,21500000,0.06799077987670898
chr1,21500000,21600000,0.08497047424316406
chr1,21600000,21650000,0.14281368255615234
chr1,21650000,21750000,0.22520923614501953
chr1,21750000,21800000,0.10703802108764648
chr1,21800000,21850000,0.14971208572387695
chr1,21850000,21900000,0.1328115463256836
chr1,21900000,21950000,0.18024158477783203
chr1,21950000,22100000,0.04826831817626953
chr1,22100000,22150000,0.17348289489746094
chr1,22150000,22200000,0.30310869216918945
chr1,22200000,22250000,0.15484952926635742
chr1,22250000,22350000,0.25275754928588867
chr1,22350000,22400000,0.17737102508544922
chr1,22400000,22450000,0.16770267486572266
chr1,22450000,22500000,0.0969076156616211
chr1,22500000,22650000,0.1761322021484375
chr1,22650000,22800000,0.14512968063354492
chr1,22800000,22900000,0.23411083221435547
chr1,22900000,22950000,0.3807072639465332
chr1,22950000,23000000,0.3202829360961914
chr1,23000000,23050000,0.38624048233032227
chr1,23050000,23150000,0.3287391662597656
chr1,23150000,23300000,0.31590795516967773
chr1,23300000,23450000,0.48081111907958984
chr1,23450000,23500000,0.42509984970092773
chr1,23500000,23650000,0.4846916198730469
chr1,23650000,23700000,0.3756980895996094
chr1,23700000,23800000,0.2873802185058594
chr1,23800000,23850000,0.29054737091064453
chr1,23850000,23900000,0.10394859313964844
chr1,23900000,24050000,0.18551254272460938
chr1,24050000,24100000,0.15738868713378906
chr1,24100000,24150000,0.0785212516784668
chr1,24150000,24200000,0.24882745742797852
chr1,24200000,24250000,0.206817626953125
chr1,24250000,24350000,0.13234329223632812
chr1,24350000,24500000,0.18279743194580078
chr1,24500000,24600000,0.09685897827148438
chr1,24600000,24700000,0.09162664413452148
chr1,24700000,24750000,0.14599943161010742
chr1,24750000,24850000,0.21872711181640625
chr1,24850000,24950000,0.301485538482666
chr1,24950000,25050000,0.17477655410766602
chr1,25050000,25100000,0.09242630004882812
chr1,25100000,25200000,0.3649911880493164
chr1,25200000,25250000,0.21586132049560547
chr1,25250000,25300000,0.10263252258300781
chr1,25300000,25550000,0.13457298278808594
chr1,25550000,25600000,0.23075580596923828
chr1,25600000,25750000,0.22491455078125
chr1,25750000,25850000,0.18976974487304688
chr1,25850000,25900000,0.06155109405517578
chr1,25900000,25950000,0.19813156127929688
chr1,25950000,26100000,0.2258749008178711
chr1,26100000,26150000,0.05964088439941406
chr1,26150000,26200000,0.13080692291259766
chr1,26200000,26250000,0.09478759765625
chr1,26250000,26350000,0.2761249542236328
chr1,26350000,26400000,0.19350910186767578
chr1,26400000,26450000,0.13277912139892578
chr1,26450000,26500000,0.16090106964111328
chr1,26500000,26550000,0.23101806640625
chr1,26550000,26600000,0.24317216873168945
chr1,26600000,26650000,0.1636028289794922
chr1,26650000,26700000,0.17468547821044922
chr1,26700000,26750000,-0.12752723693847656
chr1,26750000,26800000,0.13260316848754883
chr1,26800000,26900000,0.2021465301513672
chr1,26900000,27100000,0.19471359252929688
chr1,27100000,27150000,0.046300411224365234
chr1,27150000,27200000,0.21232986450195312
chr1,27200000,27250000,0.14089441299438477
chr1,27250000,27300000,0.1984262466430664
chr1,27300000,27350000,0.11018037796020508
chr1,27350000,27450000,0.2190837860107422
chr1,27450000,27500000,0.16994905471801758
chr1,27500000,27600000,0.2341470718383789
chr1,27600000,27650000,0.0850672721862793
chr1,27650000,27700000,0.1676630973815918
chr1,27700000,27750000,0.14379215240478516
chr1,27750000,27850000,-0.12203121185302734
chr1,27850000,27900000,0.15016841888427734
chr1,27900000,27950000,0.06859779357910156
chr1,27950000,28000000,0.1235799789428711
chr1,28000000,28150000,0.2231464385986328
chr1,28150000,28200000,0.23904037475585938
chr1,28200000,28250000,0.19096660614013672
chr1,28250000,28400000,0.08260345458984375
chr1,28400000,28450000,0.16271114349365234
chr1,28450000,28550000,0.1926107406616211
chr1,28550000,28600000,0.17200279235839844
chr1,28600000,28800000,0.23599624633789062
chr1,28800000,28850000,0.2040719985961914
chr1,28850000,28900000,0.20156478881835938
chr1,28900000,28950000,0.14735031127929688
chr1,28950000,29000000,0.21902036666870117
chr1,29000000,29100000,0.2738351821899414
chr1,29100000,29200000,0.2452840805053711
chr1,29200000,29250000,0.1507282257080078
chr1,29250000,29450000,0.27605152130126953
chr1,29450000,29500000,0.25619029998779297
chr1,29500000,29550000,0.1507587432861328
chr1,29550000,29600000,0.07960891723632812
chr1,29600000,29878082,0.1482524871826172
chr1,30028082,31150000,0.10880756378173828
chr1,31150000,31200000,0.11780166625976562
chr1,31200000,31250000,0.1452503204345703
chr1,31250000,31350000,0.17871761322021484
chr1,31350000,31400000,0.048065185546875
chr1,31400000,31500000,0.32821226119995117
chr1,31500000,31650000,0.21598339080810547
chr1,31650000,31750000,0.18534088134765625
chr1,31750000,31850000,0.03266620635986328
chr1,31850000,31900000,0.17005348205566406
chr1,31900000,32050000,0.19942522048950195
chr1,32050000,32100000,0.06766033172607422
chr1,32100000,32150000,0.1760110855102539
chr1,32150000,32200000,0.0874166488647461
chr1,32200000,32250000,0.15838003158569336
chr1,32250000,32400000,0.12426280975341797
chr1,32400000,32450000,0.2095317840576172
chr1,32450000,32550000,0.18990421295166016
chr1,32550000,32600000,0.14646434783935547
chr1,32600000,32650000,0.09047746658325195
chr1,32650000,32700000,0.09302043914794922
chr1,32700000,32750000,0.15183162689208984
chr1,32750000,32800000,0.20638513565063477
chr1,32800000,32850000,0.07310962677001953
chr1,32850000,32900000,0.2573676109313965
chr1,32900000,32950000,0.14401578903198242
chr1,32950000,33100000,0.1843404769897461
chr1,33100000,33150000,0.15953493118286133
chr1,33150000,33200000,0.263153076171875
chr1,33200000,33250000,0.2169342041015625
chr1,33250000,33350000,0.1968231201171875
chr1,33350000,33400000,0.013514518737792969
chr1,33400000,33500000,0.2187490463256836
chr1,33500000,33600000,0.1955556869506836
chr1,33600000,33650000,0.1788620948791504
chr1,33650000,33750000,0.16199111938476562
chr1,33750000,33800000,0.10126876831054688
chr1,33800000,33850000,0.19610977172851562
chr1,33850000,33900000,0.18050479888916016
chr1,33900000,33950000,0.16131019592285156
chr1,33950000,34100000,0.1763019561767578
chr1,34100000,34600000,0.09481000900268555
chr1,34600000,34650000,0.024538040161132812
chr1,34650000,35250000,0.1611042022705078
chr1,35250000,35300000,0.07569313049316406
chr1,35300000,35350000,0.08644676208496094
chr1,35350000,35400000,0.0865778923034668
chr1,35400000,35450000,0.10858488082885742
chr1,35450000,35500000,0.22682952880859375
chr1,35500000,35650000,0.23148870468139648
chr1,35650000,35700000,0.1763753890991211
chr1,35700000,36000000,0.2460041046142578
chr1,36000000,36050000,0.09067392349243164
chr1,36050000,36150000,0.18697690963745117
chr1,36150000,36200000,0.046887874603271484
chr1,36200000,36250000,0.2340412139892578
chr1,36250000,36350000,0.17266082763671875
chr1,36350000,36550000,0.15039920806884766
chr1,36550000,36600000,0.12989139556884766
chr1,36600000,36650000,0.13855743408203125
chr1,36650000,36750000,0.25469493865966797
chr1,36750000,36800000,0.17424297332763672
chr1,36800000,36900000,0.04923248291015625
chr1,36900000,36950000,0.15754175186157227
chr1,36950000,37300000,0.010805130004882812
chr1,37300000,37500000,0.13844680786132812
chr1,37500000,37750000,0.04759788513183594
chr1,37750000,37900000,0.1294269561767578
chr1,37900000,37950000,0.1429595947265625
chr1,37950000,38000000,0.21124935150146484
chr1,38000000,38050000,0.21716547012329102
chr1,38050000,38150000,0.14070463180541992
chr1,38150000,38200000,0.09293317794799805
chr1,38200000,38250000,0.19308900833129883
chr1,38250000,38300000,0.10182571411132812
chr1,38300000,38350000,0.15492725372314453
chr1,38350000,38450000,0.1754627227783203
chr1,38450000,38500000,0.11447858810424805
chr1,38500000,38550000,0.1140446662902832
chr1,38550000,38900000,0.27905893325805664
chr1,38900000,39000000,0.16410303115844727
chr1,39000000,39050000,0.08543062210083008
chr1,39050000,39250000,0.2955942153930664
chr1,39250000,39300000,0.10681486129760742
chr1,39300000,39350000,0.1933608055114746
chr1,39350000,39500000,0.29254770278930664
chr1,39500000,39600000,0.08037757873535156
chr1,39600000,39850000,0.40542125701904297
chr1,39850000,39950000,0.19725990295410156
chr1,39950000,40000000,0.22999334335327148
chr1,40000000,40050000,0.19106817245483398
chr1,40050000,40150000,0.20574665069580078
chr1,40150000,40200000,0.16324710845947266
chr1,40200000,40250000,0.10250234603881836
chr1,40250000,40300000,0.06687021255493164
chr1,40300000,40350000,0.2211446762084961
chr1,40350000,40400000,0.08404922485351562
chr1,40400000,40500000,0.04443073272705078
chr1,40500000,40550000,0.17833328247070312
chr1,40550000,40600000,0.3396768569946289
chr1,40600000,40700000,0.24872684478759766
chr1,40700000,40750000,0.16563034057617188
chr1,40750000,40800000,0.051929473876953125
chr1,40800000,40950000,0.24910974502563477
chr1,40950000,41000000,0.2553114891052246
chr1,41000000,41150000,0.0018205642700195312
chr1,41150000,41200000,0.1430201530456543
chr1,41200000,41250000,0.09911155700683594
chr1,41250000,41300000,0.06895971298217773
chr1,41300000,41350000,0.04995250701904297
chr1,41350000,41450000,0.2897944450378418
chr1,41450000,41500000,0.2171182632446289
chr1,41500000,41800000,0.1218414306640625
chr1,41800000,41850000,0.03380298614501953
chr1,41850000,41950000,0.11481380462646484
chr1,41950000,42000000,-0.0027856826782226562
chr1,42000000,42150000,-0.010576248168945312
chr1,42150000,42350000,-0.09172391891479492
chr1,42350000,42500000,0.041548728942871094
chr1,42500000,42600000,0.05208635330200195
chr1,42600000,42650000,0.03105020523071289
chr1,42650000,42850000,0.048465728759765625
chr1,42850000,43100000,0.073272705078125
chr1,43100000,43200000,0.08198070526123047
chr1,43200000,43250000,0.08199501037597656
chr1,43250000,43300000,0.11700916290283203
chr1,43300000,43350000,0.03690624237060547
chr1,43350000,43400000,0.1025705337524414
chr1,43400000,43450000,-0.014623641967773438
chr1,43450000,43600000,0.039734840393066406
chr1,43600000,43650000,-0.06376886367797852
chr1,43650000,43750000,0.11014080047607422
chr1,43750000,43800000,-0.027276039123535156
chr1,43800000,43850000,-0.017525196075439453
chr1,43850000,43900000,0.07792806625366211
chr1,43900000,43950000,0.09282493591308594
chr1,43950000,44050000,-0.10613727569580078
chr1,44050000,44100000,0.068695068359375
chr1,44100000,44150000,0.029016494750976562
chr1,44150000,44350000,0.0853281021118164
chr1,44350000,44400000,-0.028379440307617188
chr1,44400000,44450000,-0.032258033752441406
chr1,44450000,44500000,-0.04919576644897461
chr1,44500000,44600000,0.06065559387207031
chr1,44600000,44700000,0.14031696319580078
chr1,44700000,44800000,0.07981634140014648
chr1,44800000,44850000,0.01799154281616211
chr1,44850000,44900000,-0.10551261901855469
chr1,44900000,45050000,0.09549236297607422
chr1,45050000,45100000,-0.12163066864013672
chr1,45100000,45150000,0.04535198211669922
chr1,45150000,45200000,0.14775514602661133
chr1,45200000,45250000,0.011051177978515625
chr1,45250000,45300000,-0.13563919067382812
chr1,45300000,45500000,0.06019020080566406
chr1,45500000,45750000,0.12685585021972656
chr1,45750000,45800000,0.09388256072998047
chr1,45800000,45950000,0.0464777946472168
chr1,45950000,46000000,0.028464317321777344
chr1,46000000,46050000,0.059047698974609375
chr1,46050000,46100000,0.017000675201416016
chr1,46100000,46200000,0.09945201873779297
chr1,46200000,46550000,0.04135322570800781
chr1,46550000,46600000,-0.18582487106323242
chr1,46600000,46650000,0.1098012924194336
chr1,46650000,46700000,-0.03854560852050781
chr1,46700000,46750000,0.043201446533203125
chr1,46750000,46800000,-0.10664892196655273
chr1,46800000,46850000,0.14809036254882812
chr1,46850000,46900000,0.22893476486206055
chr1,46900000,46950000,-0.05442333221435547
chr1,46950000,47000000,-0.00974273681640625
chr1,47000000,47050000,0.04146146774291992
chr1,47050000,47100000,-0.02884960174560547
chr1,47100000,47150000,-0.07263708114624023
chr1,47150000,47450000,0.09432125091552734
chr1,47450000,47650000,0.11543750762939453
chr1,47650000,47700000,0.09958219528198242
chr1,47700000,47800000,0.03240394592285156
chr1,47800000,47900000,-0.021318435668945312
chr1,47900000,47950000,0.008765220642089844
chr1,47950000,48150000,-0.03796672821044922
chr1,48150000,48200000,-0.005187034606933594
chr1,48200000,48500000,-0.09475564956665039
chr1,48500000,48900000,0.010182857513427734
chr1,48900000,49200000,-0.1255645751953125
chr1,49200000,49250000,0.024775981903076172
chr1,49250000,50450000,0.2373828887939453
chr1,50450000,50500000,-0.049057960510253906
chr1,50500000,50750000,0.018296241760253906
chr1,50750000,50850000,-0.008205890655517578
chr1,50850000,50900000,0.025687217712402344
chr1,50900000,51450000,-0.585723876953125
chr1,51450000,51800000,0.14095497131347656
chr1,51800000,51950000,0.0218353271484375
chr1,51950000,52050000,0.05364990234375
chr1,52050000,52100000,0.21990442276000977
chr1,52100000,52300000,0.14171409606933594
chr1,52300000,52450000,0.08691883087158203
chr1,52450000,52500000,0.1174917221069336
chr1,52500000,52550000,-0.041049957275390625
chr1,52550000,52800000,0.10945892333984375
chr1,52800000,52850000,0.020562171936035156
chr1,52850000,53050000,0.075958251953125
chr1,53050000,53150000,0.08597183227539062
chr1,53150000,53200000,0.07582283020019531
chr1,53200000,53350000,0.1472034454345703
chr1,53350000,53400000,0.029278278350830078
chr1,53400000,53550000,0.11877822875976562
chr1,53550000,53600000,0.09386110305786133
chr1,53600000,53650000,0.0024890899658203125
chr1,53650000,53700000,0.006640434265136719
chr1,53700000,53750000,0.0694570541381836
chr1,53750000,53900000,0.031771183013916016
chr1,53900000,53950000,0.12671709060668945
chr1,53950000,54100000,-0.08829450607299805
chr1,54100000,54200000,-0.07271766662597656
chr1,54200000,54250000,0.06387519836425781
chr1,54250000,54350000,0.1153106689453125
chr1,54350000,54400000,0.09943962097167969
chr1,54400000,54500000,-0.10496807098388672
chr1,54500000,54550000,-0.07786750793457031
chr1,54550000,54650000,0.1331615447998047
chr1,54650000,54700000,0.03547382354736328
chr1,54700000,54800000,0.05989646911621094
chr1,54800000,54850000,-0.011232376098632812
chr1,54850000,54900000,-0.01896381378173828
chr1,54900000,55000000,-0.0014472007751464844
chr1,55000000,55050000,-0.06816816329956055
chr1,55050000,55150000,0.10359001159667969
chr1,55150000,55200000,-0.0016093254089355469
chr1,55200000,55250000,0.05605745315551758
chr1,55250000,55300000,0.06368017196655273
chr1,55300000,55400000,0.01864147186279297
chr1,55400000,55450000,0.03325843811035156
chr1,55450000,55500000,0.010316848754882812
chr1,55500000,55550000,0.044327735900878906
chr1,55550000,55700000,0.1847238540649414
chr1,55700000,56000000,0.07722187042236328
chr1,56000000,56150000,-0.007023811340332031
chr1,56150000,56350000,0.11053133010864258
chr1,56350000,56700000,0.25128698348999023
chr1,56700000,56900000,-0.035884857177734375
chr1,56900000,57000000,0.07579994201660156
chr1,57000000,57050000,-0.03599882125854492
chr1,57050000,57150000,-0.3147006034851074
chr1,57150000,57300000,0.0033631324768066406
chr1,57300000,57600000,0.12386226654052734
chr1,57600000,57850000,0.0015459060668945312
chr1,57850000,58300000,-0.028910160064697266
chr1,58300000,58700000,0.0153656005859375
chr1,58700000,59000000,0.12459373474121094
chr1,59000000,59050000,0.12327289581298828
chr1,59050000,59250000,0.007796287536621094
chr1,59250000,59300000,-0.06969404220581055
chr1,59300000,59400000,0.034182071685791016
chr1,59400000,59600000,0.023268699645996094
chr1,59600000,59750000,-0.048338890075683594
chr1,59750000,59950000,-0.08114433288574219
chr1,59950000,60300000,0.06491327285766602
chr1,60300000,60550000,0.09307527542114258
chr1,60550000,61500000,0.13423395156860352
chr1,61500000,61550000,-0.11950874328613281
chr1,61550000,61900000,0.07976245880126953
chr1,61900000,62150000,0.10485601425170898
chr1,62150000,62250000,0.03442955017089844
chr1,62250000,62650000,0.21237754821777344
chr1,62650000,62750000,0.116485595703125
chr1,62750000,62900000,0.0651540756225586
chr1,62900000,62950000,0.024921417236328125
chr1,62950000,63200000,0.22139549255371094
chr1,63200000,63750000,0.11608695983886719
chr1,63750000,63800000,0.10478353500366211
chr1,63800000,63950000,0.052179813385009766
chr1,63950000,64050000,0.11341571807861328
chr1,64050000,64200000,-0.11240482330322266
chr1,64200000,64250000,-0.14473533630371094
chr1,64250000,64350000,0.05639171600341797
chr1,64350000,64550000,0.10100746154785156
chr1,64550000,64900000,0.09701156616210938
chr1,64900000,64950000,-0.0855860710144043
chr1,64950000,65200000,0.15243864059448242
chr1,65200000,65400000,0.056708335876464844
chr1,65400000,65500000,0.03634166717529297
chr1,65500000,65600000,-0.07427501678466797
chr1,65600000,65700000,-0.09703636169433594
chr1,65700000,65750000,0.052687644958496094
chr1,65750000,65900000,-0.14216232299804688
chr1,65900000,66250000,0.16319656372070312
chr1,66250000,66300000,-0.1603384017944336
chr1,66300000,66800000,0.08506011962890625
chr1,66800000,67000000,-0.02249622344970703
chr1,67000000,67200000,0.14184093475341797
chr1,67200000,67350000,0.0051898956298828125
chr1,67350000,67400000,-0.2070012092590332
chr1,67400000,67550000,-0.11038780212402344
chr1,67550000,67650000,0.20609760284423828
chr1,67650000,67850000,0.08597803115844727
chr1,67850000,68150000,0.06438064575195312
chr1,68150000,68250000,-0.020478248596191406
chr1,68250000,68500000,0.08115863800048828
chr1,68500000,68550000,0.4018545150756836
chr1,68550000,68650000,0.19499826431274414
chr1,68650000,68700000,-0.12593936920166016
